,date,state,fips,cases,deaths
3988,14-05-2020,Illinois,17,88081,3945
3989,14-05-2020,Indiana,18,26627,1646
3990,14-05-2020,Iowa,19,13675,318
3991,14-05-2020,Kansas,20,7668,181
3992,14-05-2020,Kentucky,21,7397,341
3993,14-05-2020,Louisiana,22,33555,2417
3994,14-05-2020,Maine,23,1565,69
3995,14-05-2020,Maryland,24,36021,1866
3996,14-05-2020,Massachusetts,25,82182,5482
3997,14-05-2020,Michigan,26,49489,4787
3998,14-05-2020,Minnesota,27,13443,672
3999,14-05-2020,Mississippi,28,10483,480
4000,14-05-2020,Missouri,29,10490,564
4001,14-05-2020,Montana,30,462,16
4002,14-05-2020,Nebraska,31,9411,117
4003,14-05-2020,Nevada,32,6604,339
4004,14-05-2020,New Hampshire,33,3382,151
4005,14-05-2020,New Jersey,34,142704,9946
4006,14-05-2020,New Mexico,35,5503,242
4007,14-05-2020,New York,36,348192,27617
4008,14-05-2020,North Carolina,37,16593,632
4009,14-05-2020,North Dakota,38,1712,40
4010,14-05-2020,Northern Mariana Islands,69,19,2
4011,14-05-2020,Ohio,39,26363,1534
4012,14-05-2020,Oklahoma,40,4962,284
4013,14-05-2020,Oregon,41,3479,137
4014,14-05-2020,Pennsylvania,42,63158,4298
4015,14-05-2020,Puerto Rico,72,2427,117
4016,14-05-2020,Rhode Island,44,12016,468
4017,14-05-2020,South Carolina,45,8189,371
4018,14-05-2020,South Dakota,46,3792,43
4019,14-05-2020,Tennessee,47,16588,284
4020,14-05-2020,Texas,48,45169,1256
4021,14-05-2020,Utah,49,6760,76
4022,14-05-2020,Vermont,50,932,53
4023,14-05-2020,Virgin Islands,78,69,6
4024,14-05-2020,Virginia,51,27813,955
4025,14-05-2020,Washington,53,18861,991
4026,14-05-2020,West Virginia,54,1435,62
4027,14-05-2020,Wisconsin,55,11280,434
4028,14-05-2020,Wyoming,56,701,7
4029,15-05-2020,Alabama,1,11373,483
4030,15-05-2020,Alaska,2,388,8
4031,15-05-2020,Arizona,4,13169,651
4032,15-05-2020,Arkansas,5,4463,98
4033,15-05-2020,California,6,77015,3192
4034,15-05-2020,Colorado,8,21207,1150
4035,15-05-2020,Connecticut,9,36085,3285
4036,15-05-2020,Delaware,10,7373,271
4037,15-05-2020,District of Columbia,11,6871,368
4038,15-05-2020,Florida,12,44130,1916
4039,15-05-2020,Georgia,13,35242,1563
4040,15-05-2020,Guam,66,1123,6
4041,15-05-2020,Hawaii,15,628,17
4042,15-05-2020,Idaho,16,2389,73
4043,15-05-2020,Illinois,17,90528,4075
4044,15-05-2020,Indiana,18,27281,1691
4045,15-05-2020,Iowa,19,14049,336
4046,15-05-2020,Kansas,20,8006,187
4047,15-05-2020,Kentucky,21,7578,343
4048,15-05-2020,Louisiana,22,33903,2448
4049,15-05-2020,Maine,23,1603,69
4050,15-05-2020,Maryland,24,37105,1911
4051,15-05-2020,Massachusetts,25,83421,5592
4052,15-05-2020,Michigan,26,49982,4825
4053,15-05-2020,Minnesota,27,14240,692
4054,15-05-2020,Mississippi,28,10801,493
4055,15-05-2020,Missouri,29,10567,579
4056,15-05-2020,Montana,30,466,16
4057,15-05-2020,Nebraska,31,9766,122
4058,15-05-2020,Nevada,32,6733,345
4059,15-05-2020,New Hampshire,33,3464,159
4060,15-05-2020,New Jersey,34,143905,10138
4061,15-05-2020,New Mexico,35,5662,253
4062,15-05-2020,New York,36,350951,27755
4063,15-05-2020,North Carolina,37,17190,660
4064,15-05-2020,North Dakota,38,1761,42
4065,15-05-2020,Northern Mariana Islands,69,19,2
4066,15-05-2020,Ohio,39,26956,1581
4067,15-05-2020,Oklahoma,40,5086,285
4068,15-05-2020,Oregon,41,3541,137
4069,15-05-2020,Pennsylvania,42,64178,4432
4070,15-05-2020,Puerto Rico,72,2542,122
4071,15-05-2020,Rhode Island,44,12219,479
4072,15-05-2020,South Carolina,45,8407,380
4073,15-05-2020,South Dakota,46,3887,44
4074,15-05-2020,Tennessee,47,16917,288
4075,15-05-2020,Texas,48,46987,1300
4076,15-05-2020,Utah,49,6930,77
4077,15-05-2020,Vermont,50,933,53
4078,15-05-2020,Virgin Islands,78,69,6
4079,15-05-2020,Virginia,51,28672,977
4080,15-05-2020,Washington,53,19131,1008
4081,15-05-2020,West Virginia,54,1448,64
4082,15-05-2020,Wisconsin,55,11854,445
4083,15-05-2020,Wyoming,56,716,7
4084,16-05-2020,Alabama,1,11674,485
4085,16-05-2020,Alaska,2,392,8
4086,16-05-2020,Arizona,4,13631,679
4087,16-05-2020,Arkansas,5,4578,98
4088,16-05-2020,California,6,78933,3254
4089,16-05-2020,Colorado,8,21604,1192
4090,16-05-2020,Connecticut,9,36703,3339
4091,16-05-2020,Delaware,10,7547,286
4092,16-05-2020,District of Columbia,11,7042,375
4093,16-05-2020,Florida,12,44803,1963
4094,16-05-2020,Georgia,13,35655,1573
4095,16-05-2020,Guam,66,1123,6
4096,16-05-2020,Hawaii,15,629,17
4097,16-05-2020,Idaho,16,2419,73
4098,16-05-2020,Illinois,17,92669,4149
4099,16-05-2020,Indiana,18,27919,1741
4100,16-05-2020,Iowa,19,14328,346
4101,16-05-2020,Kansas,20,8059,189
4102,16-05-2020,Kentucky,21,7773,346
4103,16-05-2020,Louisiana,22,34183,2479
4104,16-05-2020,Maine,23,1648,70
4105,16-05-2020,Maryland,24,38083,1957
4106,16-05-2020,Massachusetts,25,84933,5705
4107,16-05-2020,Michigan,26,50416,4880
4108,16-05-2020,Minnesota,27,14969,709
4109,16-05-2020,Mississippi,28,11123,510
4110,16-05-2020,Missouri,29,10794,593
4111,16-05-2020,Montana,30,468,16
4112,16-05-2020,Nebraska,31,10220,129
4113,16-05-2020,Nevada,32,6810,349
4114,16-05-2020,New Hampshire,33,3556,171
4115,16-05-2020,New Jersey,34,145089,10249
4116,16-05-2020,New Mexico,35,5847,259
4117,16-05-2020,New York,36,353136,27953
4118,16-05-2020,North Carolina,37,18009,671
4119,16-05-2020,North Dakota,38,1848,42
4120,16-05-2020,Northern Mariana Islands,69,21,2
4121,16-05-2020,Ohio,39,27476,1610
4122,16-05-2020,Oklahoma,40,5237,288
4123,16-05-2020,Oregon,41,3612,137
4124,16-05-2020,Pennsylvania,42,65228,4490
4125,16-05-2020,Puerto Rico,72,2589,122
4126,16-05-2020,Rhode Island,44,12434,489
4127,16-05-2020,South Carolina,45,8661,380
4128,16-05-2020,South Dakota,46,3959,44
4129,16-05-2020,Tennessee,47,17204,292
4130,16-05-2020,Texas,48,47866,1330
4131,16-05-2020,Utah,49,7068,78
4132,16-05-2020,Vermont,50,934,53
4133,16-05-2020,Virgin Islands,78,69,6
4134,16-05-2020,Virginia,51,29683,1002
4135,16-05-2020,Washington,53,19336,1015
4136,16-05-2020,West Virginia,54,1470,65
4137,16-05-2020,Wisconsin,55,12368,453
4138,16-05-2020,Wyoming,56,741,7
4139,17-05-2020,Alabama,1,11771,488
4140,17-05-2020,Alaska,2,396,8
4141,17-05-2020,Arizona,4,13937,680
4142,17-05-2020,Arkansas,5,4759,98
4143,17-05-2020,California,6,80366,3290
4144,17-05-2020,Colorado,8,21909,1215
4145,17-05-2020,Connecticut,9,37419,3408
4146,17-05-2020,Delaware,10,7670,290
4147,17-05-2020,District of Columbia,11,7123,383
4148,17-05-2020,Florida,12,45580,1972
4149,17-05-2020,Georgia,13,35954,1584
4150,17-05-2020,Guam,66,1123,6
4151,17-05-2020,Hawaii,15,630,17
4152,17-05-2020,Idaho,16,2421,73
4153,17-05-2020,Illinois,17,94360,4198
4154,17-05-2020,Indiana,18,28419,1751
4155,17-05-2020,Iowa,19,14651,351
4156,17-05-2020,Kansas,20,8066,189
4157,17-05-2020,Kentucky,21,7793,346
4158,17-05-2020,Louisiana,22,34498,2491
4159,17-05-2020,Maine,23,1687,70
4160,17-05-2020,Maryland,24,38920,1992
4161,17-05-2020,Massachusetts,25,86010,5797
4162,17-05-2020,Michigan,26,51054,4891
4163,17-05-2020,Minnesota,27,15677,731
4164,17-05-2020,Mississippi,28,11296,521
4165,17-05-2020,Missouri,29,11069,601
4166,17-05-2020,Montana,30,468,16
4167,17-05-2020,Nebraska,31,10348,129
4168,17-05-2020,Nevada,32,6935,350
4169,17-05-2020,New Hampshire,33,3596,172
4170,17-05-2020,New Jersey,34,146334,10356
4171,17-05-2020,New Mexico,35,5938,265
4172,17-05-2020,New York,36,355037,28168
4173,17-05-2020,North Carolina,37,18537,679
4174,17-05-2020,North Dakota,38,1900,43
4175,17-05-2020,Northern Mariana Islands,69,21,2
4176,17-05-2020,Ohio,39,27925,1625
4177,17-05-2020,Oklahoma,40,5310,288
4178,17-05-2020,Oregon,41,3623,137
4179,17-05-2020,Pennsylvania,42,65745,4504
4180,17-05-2020,Puerto Rico,72,2646,123
4181,17-05-2020,Rhode Island,44,12674,499
4182,17-05-2020,South Carolina,45,8816,385
4183,17-05-2020,South Dakota,46,3987,44
4184,17-05-2020,Tennessee,47,17391,293
4185,17-05-2020,Texas,48,48828,1356
4186,17-05-2020,Utah,49,7238,80
4187,17-05-2020,Vermont,50,940,54
4188,17-05-2020,Virgin Islands,78,69,6
4189,17-05-2020,Virginia,51,30388,1009
4190,17-05-2020,Washington,53,19514,1016
4191,17-05-2020,West Virginia,54,1492,67
4192,17-05-2020,Wisconsin,55,12571,453
4193,17-05-2020,Wyoming,56,754,8
4194,18-05-2020,Alabama,1,12086,489
4195,18-05-2020,Alaska,2,399,8
4196,18-05-2020,Arizona,4,14170,686
4197,18-05-2020,Arkansas,5,4813,100
4198,18-05-2020,California,6,81943,3322
4199,18-05-2020,Colorado,8,22174,1224
4200,18-05-2020,Connecticut,9,38116,3449
4201,18-05-2020,Delaware,10,7869,297
4202,18-05-2020,District of Columbia,11,7270,392
4203,18-05-2020,Florida,12,46434,1996
4204,18-05-2020,Georgia,13,36634,1624
4205,18-05-2020,Guam,66,1123,6
4206,18-05-2020,Hawaii,15,630,17
4207,18-05-2020,Idaho,16,2455,74
4208,18-05-2020,Illinois,17,96778,4257
4209,18-05-2020,Indiana,18,28897,1765
4210,18-05-2020,Iowa,19,14955,355
4211,18-05-2020,Kansas,20,8439,190
4212,18-05-2020,Kentucky,21,8041,354
4213,18-05-2020,Louisiana,22,34832,2563
4214,18-05-2020,Maine,23,1713,71
4215,18-05-2020,Maryland,24,39882,2023
4216,18-05-2020,Massachusetts,25,87052,5862
4217,18-05-2020,Michigan,26,51853,4915
4218,18-05-2020,Minnesota,27,16372,740
4219,18-05-2020,Mississippi,28,11432,528
4220,18-05-2020,Missouri,29,11225,609
4221,18-05-2020,Montana,30,470,16
4222,18-05-2020,Nebraska,31,10625,132
4223,18-05-2020,Nevada,32,7059,364
4224,18-05-2020,New Hampshire,33,3652,172
4225,18-05-2020,New Jersey,34,148039,10435
4226,18-05-2020,New Mexico,35,6096,270
4227,18-05-2020,New York,36,356278,28302
4228,18-05-2020,North Carolina,37,19121,684
4229,18-05-2020,North Dakota,38,1931,44
4230,18-05-2020,Northern Mariana Islands,69,21,2
4231,18-05-2020,Ohio,39,28455,1657
4232,18-05-2020,Oklahoma,40,5398,288
4233,18-05-2020,Oregon,41,3687,138
4234,18-05-2020,Pennsylvania,42,66676,4560
4235,18-05-2020,Puerto Rico,72,2710,124
4236,18-05-2020,Rhode Island,44,12795,506
4237,18-05-2020,South Carolina,45,8942,391
4238,18-05-2020,South Dakota,46,4027,44
4239,18-05-2020,Tennessee,47,17767,296
4240,18-05-2020,Texas,48,49788,1362
4241,18-05-2020,Utah,49,7384,80
4242,18-05-2020,Vermont,50,940,54
4243,18-05-2020,Virgin Islands,78,69,6
4244,18-05-2020,Virginia,51,31140,1014
4245,18-05-2020,Washington,53,19756,1020
4246,18-05-2020,West Virginia,54,1502,68
4247,18-05-2020,Wisconsin,55,12722,459
4248,18-05-2020,Wyoming,56,766,10
4249,19-05-2020,Alabama,1,12376,504
4250,19-05-2020,Alaska,2,399,8
4251,19-05-2020,Arizona,4,14566,704
4252,19-05-2020,Arkansas,5,4923,102
4253,19-05-2020,California,6,83981,3422
4254,19-05-2020,Colorado,8,22454,1257
4255,19-05-2020,Connecticut,9,38430,3472
4256,19-05-2020,Delaware,10,8037,304
4257,19-05-2020,District of Columbia,11,7434,400
4258,19-05-2020,Florida,12,46936,2051
4259,19-05-2020,Georgia,13,37214,1650
4260,19-05-2020,Guam,66,1123,6
4261,19-05-2020,Hawaii,15,631,17
4262,19-05-2020,Idaho,16,2476,77
4263,19-05-2020,Illinois,17,98298,4399
4264,19-05-2020,Indiana,18,29402,1824
4265,19-05-2020,Iowa,19,15296,367
4266,19-05-2020,Kansas,20,8488,193
4267,19-05-2020,Kentucky,21,8205,369
4268,19-05-2020,Louisiana,22,35161,2581
4269,19-05-2020,Maine,23,1741,73
4270,19-05-2020,Maryland,24,41664,2081
4271,19-05-2020,Massachusetts,25,87925,5938
4272,19-05-2020,Michigan,26,52337,5017
4273,19-05-2020,Minnesota,27,17038,757
4274,19-05-2020,Mississippi,28,11704,554
4275,19-05-2020,Missouri,29,11369,631
4276,19-05-2020,Montana,30,471,16
4277,19-05-2020,Nebraska,31,10846,136
4278,19-05-2020,Nevada,32,7169,373
4279,19-05-2020,New Hampshire,33,3721,182
4280,19-05-2020,New Jersey,34,149013,10586
4281,19-05-2020,New Mexico,35,6192,276
4282,19-05-2020,New York,36,357757,28437
4283,19-05-2020,North Carolina,37,19762,711
4284,19-05-2020,North Dakota,38,1994,45
4285,19-05-2020,Northern Mariana Islands,69,21,2
4286,19-05-2020,Ohio,39,28953,1720
4287,19-05-2020,Oklahoma,40,5489,294
4288,19-05-2020,Oregon,41,3726,140
4289,19-05-2020,Pennsylvania,42,67404,4675
4290,19-05-2020,Puerto Rico,72,2805,124
4291,19-05-2020,Rhode Island,44,12951,532
4292,19-05-2020,South Carolina,45,9056,399
4293,19-05-2020,South Dakota,46,4085,46
4294,19-05-2020,Tennessee,47,18301,301
4295,19-05-2020,Texas,48,51080,1405
4296,19-05-2020,Utah,49,7530,88
4297,19-05-2020,Vermont,50,944,54
4298,19-05-2020,Virgin Islands,78,69,6
4299,19-05-2020,Virginia,51,32145,1041
4300,19-05-2020,Washington,53,19988,1042
4301,19-05-2020,West Virginia,54,1514,68
4302,19-05-2020,Wisconsin,55,13001,467
4303,19-05-2020,Wyoming,56,776,10
4304,20-05-2020,Alabama,1,13052,522
4305,20-05-2020,Alaska,2,402,8
4306,20-05-2020,Arizona,4,14897,747
4307,20-05-2020,Arkansas,5,5003,107
4308,20-05-2020,California,6,86125,3514
4309,20-05-2020,Colorado,8,22769,1299
4310,20-05-2020,Connecticut,9,39017,3529
4311,20-05-2020,Delaware,10,8194,310
4312,20-05-2020,District of Columbia,11,7551,407
4313,20-05-2020,Florida,12,47463,2095
4314,20-05-2020,Georgia,13,38162,1672
4315,20-05-2020,Guam,66,1134,6
4316,20-05-2020,Hawaii,15,633,17
4317,20-05-2020,Idaho,16,2506,77
4318,20-05-2020,Illinois,17,100713,4547
4319,20-05-2020,Indiana,18,29986,1864
4320,20-05-2020,Iowa,19,15868,400
4321,20-05-2020,Kansas,20,8661,197
4322,20-05-2020,Kentucky,21,8336,381
4323,20-05-2020,Louisiana,22,35439,2608
4324,20-05-2020,Maine,23,1819,73
4325,20-05-2020,Maryland,24,42442,2123
4326,20-05-2020,Massachusetts,25,88970,6066
4327,20-05-2020,Michigan,26,52988,5060
4328,20-05-2020,Minnesota,27,17679,786
4329,20-05-2020,Mississippi,28,11967,570
4330,20-05-2020,Missouri,29,11510,643
4331,20-05-2020,Montana,30,478,16
4332,20-05-2020,Nebraska,31,11119,141
4333,20-05-2020,Nevada,32,7301,378
4334,20-05-2020,New Hampshire,33,3868,190
4335,20-05-2020,New Jersey,34,150399,10747
4336,20-05-2020,New Mexico,35,6338,283
4337,20-05-2020,New York,36,359235,28540
4338,20-05-2020,North Carolina,37,20221,721
4339,20-05-2020,North Dakota,38,2095,49
4340,20-05-2020,Northern Mariana Islands,69,21,2
4341,20-05-2020,Ohio,39,29437,1781
4342,20-05-2020,Oklahoma,40,5532,299
4343,20-05-2020,Oregon,41,3801,144
4344,20-05-2020,Pennsylvania,42,68151,4794
4345,20-05-2020,Puerto Rico,72,2866,125
4346,20-05-2020,Rhode Island,44,13356,538
4347,20-05-2020,South Carolina,45,9175,407
4348,20-05-2020,South Dakota,46,4177,46
4349,20-05-2020,Tennessee,47,18534,309
4350,20-05-2020,Texas,48,52369,1443
4351,20-05-2020,Utah,49,7717,90
4352,20-05-2020,Vermont,50,944,54
4353,20-05-2020,Virgin Islands,78,69,6
4354,20-05-2020,Virginia,51,32908,1074
4355,20-05-2020,Washington,53,20110,1045
4356,20-05-2020,West Virginia,54,1567,69
4357,20-05-2020,Wisconsin,55,13574,481
4358,20-05-2020,Wyoming,56,787,11
4359,21-05-2020,Alabama,1,13414,529
4360,21-05-2020,Alaska,2,402,8
4361,21-05-2020,Arizona,4,15315,763
4362,21-05-2020,Arkansas,5,5458,110
4363,21-05-2020,California,6,88488,3624
4364,21-05-2020,Colorado,8,23161,1310
4365,21-05-2020,Connecticut,9,39208,3582
4366,21-05-2020,Delaware,10,8386,317
4367,21-05-2020,District of Columbia,11,7788,412
4368,21-05-2020,Florida,12,48667,2143
4369,21-05-2020,Georgia,13,38969,1749
4370,21-05-2020,Guam,66,1134,6
4371,21-05-2020,Hawaii,15,637,17
4372,21-05-2020,Idaho,16,2534,77
4373,21-05-2020,Illinois,17,102995,4634
4374,21-05-2020,Indiana,18,30673,1913
4375,21-05-2020,Iowa,19,16170,414
4376,21-05-2020,Kansas,20,8771,199
4377,21-05-2020,Kentucky,21,8475,393
4378,21-05-2020,Louisiana,22,36627,2629
4379,21-05-2020,Maine,23,1877,73
4380,21-05-2020,Maryland,24,43645,2159
4381,21-05-2020,Massachusetts,25,90084,6148
4382,21-05-2020,Michigan,26,53468,5129
4383,21-05-2020,Minnesota,27,18209,818
4384,21-05-2020,Mississippi,28,12222,580
4385,21-05-2020,Missouri,29,11657,670
4386,21-05-2020,Montana,30,479,16
4387,21-05-2020,Nebraska,31,11423,148
4388,21-05-2020,Nevada,32,7404,381
4389,21-05-2020,New Hampshire,33,3935,199
4390,21-05-2020,New Jersey,34,151472,10843
4391,21-05-2020,New Mexico,35,6472,294
4392,21-05-2020,New York,36,361313,28663
4393,21-05-2020,North Carolina,37,20934,734
4394,21-05-2020,North Dakota,38,2229,51
4395,21-05-2020,Northern Mariana Islands,69,22,2
4396,21-05-2020,Ohio,39,30168,1836
4397,21-05-2020,Oklahoma,40,5680,304
4398,21-05-2020,Oregon,41,3817,145
4399,21-05-2020,Pennsylvania,42,69252,4887
4400,21-05-2020,Puerto Rico,72,2913,126
4401,21-05-2020,Rhode Island,44,13571,556
4402,21-05-2020,South Carolina,45,9379,416
4403,21-05-2020,South Dakota,46,4177,47
4404,21-05-2020,Tennessee,47,18970,313
4405,21-05-2020,Texas,48,53441,1480
4406,21-05-2020,Utah,49,7876,92
4407,21-05-2020,Vermont,50,950,54
4408,21-05-2020,Virgin Islands,78,69,6
4409,21-05-2020,Virginia,51,34137,1099
4410,21-05-2020,Washington,53,20280,1054
4411,21-05-2020,West Virginia,54,1603,71
4412,21-05-2020,Wisconsin,55,13967,487
4413,21-05-2020,Wyoming,56,801,12
4414,22-05-2020,Alabama,1,13670,541
4415,22-05-2020,Alaska,2,404,8
4416,22-05-2020,Arizona,4,15608,775
4417,22-05-2020,Arkansas,5,5612,113
4418,22-05-2020,California,6,90801,3690
4419,22-05-2020,Colorado,8,23456,1324
4420,22-05-2020,Connecticut,9,39640,3637
4421,22-05-2020,Delaware,10,8529,322
4422,22-05-2020,District of Columbia,11,7893,418
4423,22-05-2020,Florida,12,49443,2189
4424,22-05-2020,Georgia,13,39734,1779
4425,22-05-2020,Guam,66,1134,6
4426,22-05-2020,Hawaii,15,632,17
4427,22-05-2020,Idaho,16,2595,79
4428,22-05-2020,Illinois,17,105710,4740
4429,22-05-2020,Indiana,18,31165,1941
4430,22-05-2020,Iowa,19,16510,441
4431,22-05-2020,Kansas,20,9068,200
4432,22-05-2020,Kentucky,21,8688,398
4433,22-05-2020,Louisiana,22,37048,2669
4434,22-05-2020,Maine,23,1948,75
4435,22-05-2020,Maryland,24,44539,2207
4436,22-05-2020,Massachusetts,25,90889,6228
4437,22-05-2020,Michigan,26,53865,5158
4438,22-05-2020,Minnesota,27,19014,851
4439,22-05-2020,Mississippi,28,12624,596
4440,22-05-2020,Missouri,29,11797,680
4441,22-05-2020,Montana,30,479,16
4442,22-05-2020,Nebraska,31,11661,149
4443,22-05-2020,Nevada,32,7531,387
4444,22-05-2020,New Hampshire,33,4014,204
4445,22-05-2020,New Jersey,34,152719,10985
4446,22-05-2020,New Mexico,35,6625,302
4447,22-05-2020,New York,36,362991,28802
4448,22-05-2020,North Carolina,37,21661,754
4449,22-05-2020,North Dakota,38,2317,52
4450,22-05-2020,Northern Mariana Islands,69,22,2
4451,22-05-2020,Ohio,39,30795,1872
4452,22-05-2020,Oklahoma,40,5849,307
4453,22-05-2020,Oregon,41,3864,147
4454,22-05-2020,Pennsylvania,42,70305,5032
4455,22-05-2020,Puerto Rico,72,3030,126
4456,22-05-2020,Rhode Island,44,13736,579
4457,22-05-2020,South Carolina,45,9638,419
4458,22-05-2020,South Dakota,46,4356,50
4459,22-05-2020,Tennessee,47,19364,315
4460,22-05-2020,Texas,48,54369,1498
4461,22-05-2020,Utah,49,8057,93
4462,22-05-2020,Vermont,50,952,54
4463,22-05-2020,Virgin Islands,78,69,6
4464,22-05-2020,Virginia,51,34950,1136
4465,22-05-2020,Washington,53,20526,1061
4466,22-05-2020,West Virginia,54,1705,72
4467,22-05-2020,Wisconsin,55,14557,496
4468,22-05-2020,Wyoming,56,803,12
4469,23-05-2020,Alabama,1,14149,549
4470,23-05-2020,Alaska,2,409,8
4471,23-05-2020,Arizona,4,16040,799
4472,23-05-2020,Arkansas,5,5775,115
4473,23-05-2020,California,6,92815,3768
4474,23-05-2020,Colorado,8,23932,1327
4475,23-05-2020,Connecticut,9,40022,3675
4476,23-05-2020,Delaware,10,8690,324
4477,23-05-2020,District of Columbia,11,7966,427
4478,23-05-2020,Florida,12,50119,2232
4479,23-05-2020,Georgia,13,40408,1794
4480,23-05-2020,Guam,66,1134,6
4481,23-05-2020,Hawaii,15,633,17
4482,23-05-2020,Idaho,16,2626,79
4483,23-05-2020,Illinois,17,108100,4817
4484,23-05-2020,Indiana,18,31674,1964
4485,23-05-2020,Iowa,19,16898,446
4486,23-05-2020,Kansas,20,9119,200
4487,23-05-2020,Kentucky,21,8812,399
4488,23-05-2020,Louisiana,22,37165,2683
4489,23-05-2020,Maine,23,2013,77
4490,23-05-2020,Maryland,24,45608,2243
4491,23-05-2020,Massachusetts,25,91662,6304
4492,23-05-2020,Michigan,26,54304,5223
4493,23-05-2020,Minnesota,27,19854,861
4494,23-05-2020,Mississippi,28,13005,616
4495,23-05-2020,Missouri,29,11922,685
4496,23-05-2020,Montana,30,479,16
4497,23-05-2020,Nebraska,31,11988,150
4498,23-05-2020,Nevada,32,7769,392
4499,23-05-2020,New Hampshire,33,4089,208
4500,23-05-2020,New Jersey,34,153104,11081
4501,23-05-2020,New Mexico,35,6795,308
4502,23-05-2020,New York,36,364745,28900
4503,23-05-2020,North Carolina,37,22731,763
4504,23-05-2020,North Dakota,38,2365,52
4505,23-05-2020,Northern Mariana Islands,69,22,2
4506,23-05-2020,Ohio,39,31408,1956
4507,23-05-2020,Oklahoma,40,5960,311
4508,23-05-2020,Oregon,41,3888,147
4509,23-05-2020,Pennsylvania,42,71102,5121
4510,23-05-2020,Puerto Rico,72,3100,127
4511,23-05-2020,Rhode Island,44,13952,597
4512,23-05-2020,South Carolina,45,9895,425
4513,23-05-2020,South Dakota,46,4468,50
4514,23-05-2020,Tennessee,47,19765,325
4515,23-05-2020,Texas,48,55451,1522
4516,23-05-2020,Utah,49,8260,97
4517,23-05-2020,Vermont,50,954,54
4518,23-05-2020,Virgin Islands,78,69,6
4519,23-05-2020,Virginia,51,35749,1159
4520,23-05-2020,Washington,53,20740,1062
4521,23-05-2020,West Virginia,54,1729,72
4522,23-05-2020,Wisconsin,55,14985,507
4523,23-05-2020,Wyoming,56,813,12
4524,24-05-2020,Alabama,1,14478,551
4525,24-05-2020,Alaska,2,409,8
4526,24-05-2020,Arizona,4,16339,800
4527,24-05-2020,Arkansas,5,5922,116
4528,24-05-2020,California,6,94743,3790
4529,24-05-2020,Colorado,8,24140,1332
4530,24-05-2020,Connecticut,9,40468,3693
4531,24-05-2020,Delaware,10,8809,326
4532,24-05-2020,District of Columbia,11,8110,432
4533,24-05-2020,Florida,12,50859,2236
4534,24-05-2020,Georgia,13,40989,1799
4535,24-05-2020,Guam,66,1135,6
4536,24-05-2020,Hawaii,15,633,17
4537,24-05-2020,Idaho,16,2650,79
4538,24-05-2020,Illinois,17,110541,4884
4539,24-05-2020,Indiana,18,32151,1976
4540,24-05-2020,Iowa,19,17434,456
4541,24-05-2020,Kansas,20,9135,200
4542,24-05-2020,Kentucky,21,8842,399
4543,24-05-2020,Louisiana,22,37293,2690
4544,24-05-2020,Maine,23,2055,78
4545,24-05-2020,Maryland,24,46919,2277
4546,24-05-2020,Massachusetts,25,92675,6372
4547,24-05-2020,Michigan,26,54616,5228
4548,24-05-2020,Minnesota,27,20582,878
4549,24-05-2020,Mississippi,28,13252,625
4550,24-05-2020,Missouri,29,12114,689
4551,24-05-2020,Montana,30,479,16
4552,24-05-2020,Nebraska,31,12133,153
4553,24-05-2020,Nevada,32,7886,394
4554,24-05-2020,New Hampshire,33,4149,209
4555,24-05-2020,New Jersey,34,154154,11133
4556,24-05-2020,New Mexico,35,6943,317
4557,24-05-2020,New York,36,366346,29046
4558,24-05-2020,North Carolina,37,23231,771
4559,24-05-2020,North Dakota,38,2418,53
4560,24-05-2020,Northern Mariana Islands,69,22,2
4561,24-05-2020,Ohio,39,31911,1969
4562,24-05-2020,Oklahoma,40,6037,311
4563,24-05-2020,Oregon,41,3927,148
4564,24-05-2020,Pennsylvania,42,71656,5145
4565,24-05-2020,Puerto Rico,72,3189,127
4566,24-05-2020,Rhode Island,44,14065,608
4567,24-05-2020,South Carolina,45,10096,435
4568,24-05-2020,South Dakota,46,4563,50
4569,24-05-2020,Tennessee,47,20116,332
4570,24-05-2020,Texas,48,56050,1533
4571,24-05-2020,Utah,49,8392,97
4572,24-05-2020,Vermont,50,956,54
4573,24-05-2020,Virgin Islands,78,69,6
4574,24-05-2020,Virginia,51,36244,1171
4575,24-05-2020,Washington,53,20989,1069
4576,24-05-2020,West Virginia,54,1771,72
4577,24-05-2020,Wisconsin,55,15362,510
4578,24-05-2020,Wyoming,56,813,12
4579,25-05-2020,Alabama,1,14986,566
4580,25-05-2020,Alaska,2,412,8
4581,25-05-2020,Arizona,4,16561,806
4582,25-05-2020,Arkansas,5,6029,117
4583,25-05-2020,California,6,97017,3808
4584,25-05-2020,Colorado,8,24256,1333
4585,25-05-2020,Connecticut,9,40873,3742
4586,25-05-2020,Delaware,10,8965,332
4587,25-05-2020,District of Columbia,11,8225,440
4588,25-05-2020,Florida,12,51738,2251
4589,25-05-2020,Georgia,13,41414,1820
4590,25-05-2020,Guam,66,1135,6
4591,25-05-2020,Hawaii,15,633,17
4592,25-05-2020,Idaho,16,2664,79
4593,25-05-2020,Illinois,17,112248,4912
4594,25-05-2020,Indiana,18,32489,1984
4595,25-05-2020,Iowa,19,17628,460
4596,25-05-2020,Kansas,20,9272,201
4597,25-05-2020,Kentucky,21,8899,403
4598,25-05-2020,Louisiana,22,37916,2690
4599,25-05-2020,Maine,23,2074,78
4600,25-05-2020,Maryland,24,47754,2302
