,date,state,fips,cases,deaths
1397,28-03-2020,District of Columbia,11,304,4
1398,28-03-2020,Florida,12,4038,56
1399,28-03-2020,Georgia,13,2447,79
1400,28-03-2020,Guam,66,57,1
1401,28-03-2020,Hawaii,15,151,0
1402,28-03-2020,Idaho,16,262,5
1403,28-03-2020,Illinois,17,3547,50
1404,28-03-2020,Indiana,18,1239,38
1405,28-03-2020,Iowa,19,298,3
1406,28-03-2020,Kansas,20,272,6
1407,28-03-2020,Kentucky,21,394,9
1408,28-03-2020,Louisiana,22,3315,137
1409,28-03-2020,Maine,23,211,1
1410,28-03-2020,Maryland,24,1066,10
1411,28-03-2020,Massachusetts,25,4257,44
1412,28-03-2020,Michigan,26,4634,112
1413,28-03-2020,Minnesota,27,442,5
1414,28-03-2020,Mississippi,28,669,13
1415,28-03-2020,Missouri,29,837,11
1416,28-03-2020,Montana,30,147,1
1417,28-03-2020,Nebraska,31,122,2
1418,28-03-2020,Nevada,32,738,14
1419,28-03-2020,New Hampshire,33,214,2
1420,28-03-2020,New Jersey,34,11124,140
1421,28-03-2020,New Mexico,35,210,2
1422,28-03-2020,New York,36,53517,935
1423,28-03-2020,North Carolina,37,972,4
1424,28-03-2020,North Dakota,38,93,1
1425,28-03-2020,Northern Mariana Islands,69,2,0
1426,28-03-2020,Ohio,39,1406,25
1427,28-03-2020,Oklahoma,40,377,15
1428,28-03-2020,Oregon,41,480,13
1429,28-03-2020,Pennsylvania,42,2815,35
1430,28-03-2020,Puerto Rico,72,100,3
1431,28-03-2020,Rhode Island,44,239,2
1432,28-03-2020,South Carolina,45,661,15
1433,28-03-2020,South Dakota,46,68,1
1434,28-03-2020,Tennessee,47,1363,6
1435,28-03-2020,Texas,48,2381,30
1436,28-03-2020,Utah,49,608,2
1437,28-03-2020,Vermont,50,211,12
1438,28-03-2020,Virgin Islands,78,19,0
1439,28-03-2020,Virginia,51,739,17
1440,28-03-2020,Washington,53,4311,193
1441,28-03-2020,West Virginia,54,113,0
1442,28-03-2020,Wisconsin,55,1042,17
1443,28-03-2020,Wyoming,56,85,0
1444,29-03-2020,Alabama,1,830,5
1445,29-03-2020,Alaska,2,114,2
1446,29-03-2020,Arizona,4,930,18
1447,29-03-2020,Arkansas,5,449,6
1448,29-03-2020,California,6,6321,132
1449,29-03-2020,Colorado,8,2315,47
1450,29-03-2020,Connecticut,9,1993,34
1451,29-03-2020,Delaware,10,232,6
1452,29-03-2020,District of Columbia,11,342,5
1453,29-03-2020,Florida,12,4943,60
1454,29-03-2020,Georgia,13,2683,83
1455,29-03-2020,Guam,66,58,1
1456,29-03-2020,Hawaii,15,175,0
1457,29-03-2020,Idaho,16,310,6
1458,29-03-2020,Illinois,17,4615,71
1459,29-03-2020,Indiana,18,1522,40
1460,29-03-2020,Iowa,19,336,4
1461,29-03-2020,Kansas,20,333,7
1462,29-03-2020,Kentucky,21,439,9
1463,29-03-2020,Louisiana,22,3539,153
1464,29-03-2020,Maine,23,253,3
1465,29-03-2020,Maryland,24,1244,11
1466,29-03-2020,Massachusetts,25,4955,48
1467,29-03-2020,Michigan,26,5486,132
1468,29-03-2020,Minnesota,27,504,9
1469,29-03-2020,Mississippi,28,759,14
1470,29-03-2020,Missouri,29,902,12
1471,29-03-2020,Montana,30,161,1
1472,29-03-2020,Nebraska,31,138,2
1473,29-03-2020,Nevada,32,920,15
1474,29-03-2020,New Hampshire,33,258,3
1475,29-03-2020,New Jersey,34,13386,161
1476,29-03-2020,New Mexico,35,237,2
1477,29-03-2020,New York,36,59783,1180
1478,29-03-2020,North Carolina,37,1166,6
1479,29-03-2020,North Dakota,38,97,1
1480,29-03-2020,Northern Mariana Islands,69,2,0
1481,29-03-2020,Ohio,39,1665,30
1482,29-03-2020,Oklahoma,40,429,16
1483,29-03-2020,Oregon,41,549,13
1484,29-03-2020,Pennsylvania,42,3441,40
1485,29-03-2020,Puerto Rico,72,127,5
1486,29-03-2020,Rhode Island,44,294,3
1487,29-03-2020,South Carolina,45,775,16
1488,29-03-2020,South Dakota,46,90,1
1489,29-03-2020,Tennessee,47,1569,7
1490,29-03-2020,Texas,48,2722,35
1491,29-03-2020,Utah,49,719,2
1492,29-03-2020,Vermont,50,235,12
1493,29-03-2020,Virgin Islands,78,23,0
1494,29-03-2020,Virginia,51,889,22
1495,29-03-2020,Washington,53,4897,209
1496,29-03-2020,West Virginia,54,124,1
1497,29-03-2020,Wisconsin,55,1120,17
1498,29-03-2020,Wyoming,56,88,0
1499,30-03-2020,Alabama,1,947,11
1500,30-03-2020,Alaska,2,120,2
1501,30-03-2020,Arizona,4,1169,20
1502,30-03-2020,Arkansas,5,508,7
1503,30-03-2020,California,6,7421,147
1504,30-03-2020,Colorado,8,2628,51
1505,30-03-2020,Connecticut,9,2571,36
1506,30-03-2020,Delaware,10,264,7
1507,30-03-2020,District of Columbia,11,401,9
1508,30-03-2020,Florida,12,5695,72
1509,30-03-2020,Georgia,13,3032,103
1510,30-03-2020,Guam,66,60,1
1511,30-03-2020,Hawaii,15,204,0
1512,30-03-2020,Idaho,16,415,7
1513,30-03-2020,Illinois,17,5070,84
1514,30-03-2020,Indiana,18,1797,44
1515,30-03-2020,Iowa,19,424,6
1516,30-03-2020,Kansas,20,374,9
1517,30-03-2020,Kentucky,21,480,11
1518,30-03-2020,Louisiana,22,4024,186
1519,30-03-2020,Maine,23,275,3
1520,30-03-2020,Maryland,24,1415,15
1521,30-03-2020,Massachusetts,25,5752,56
1522,30-03-2020,Michigan,26,6508,197
1523,30-03-2020,Minnesota,27,576,10
1524,30-03-2020,Mississippi,28,848,16
1525,30-03-2020,Missouri,29,1049,13
1526,30-03-2020,Montana,30,177,4
1527,30-03-2020,Nebraska,31,185,3
1528,30-03-2020,Nevada,32,1044,18
1529,30-03-2020,New Hampshire,33,314,3
1530,30-03-2020,New Jersey,34,16636,199
1531,30-03-2020,New Mexico,35,282,4
1532,30-03-2020,New York,36,67504,1512
1533,30-03-2020,North Carolina,37,1303,6
1534,30-03-2020,North Dakota,38,109,3
1535,30-03-2020,Northern Mariana Islands,69,2,0
1536,30-03-2020,Ohio,39,1933,40
1537,30-03-2020,Oklahoma,40,481,17
1538,30-03-2020,Oregon,41,607,16
1539,30-03-2020,Pennsylvania,42,4156,48
1540,30-03-2020,Puerto Rico,72,174,6
1541,30-03-2020,Rhode Island,44,408,4
1542,30-03-2020,South Carolina,45,925,18
1543,30-03-2020,South Dakota,46,100,1
1544,30-03-2020,Tennessee,47,1721,13
1545,30-03-2020,Texas,48,3065,46
1546,30-03-2020,Utah,49,806,4
1547,30-03-2020,Vermont,50,256,12
1548,30-03-2020,Virgin Islands,78,30,0
1549,30-03-2020,Virginia,51,1020,26
1550,30-03-2020,Washington,53,5180,221
1551,30-03-2020,West Virginia,54,145,1
1552,30-03-2020,Wisconsin,55,1269,20
1553,30-03-2020,Wyoming,56,96,0
1554,31-03-2020,Alabama,1,999,14
1555,31-03-2020,Alaska,2,133,2
1556,31-03-2020,Arizona,4,1298,24
1557,31-03-2020,Arkansas,5,564,8
1558,31-03-2020,California,6,8583,184
1559,31-03-2020,Colorado,8,2990,69
1560,31-03-2020,Connecticut,9,3128,69
1561,31-03-2020,Delaware,10,319,10
1562,31-03-2020,District of Columbia,11,495,9
1563,31-03-2020,Florida,12,6742,85
1564,31-03-2020,Georgia,13,4116,126
1565,31-03-2020,Guam,66,139,2
1566,31-03-2020,Hawaii,15,224,1
1567,31-03-2020,Idaho,16,526,9
1568,31-03-2020,Illinois,17,5992,107
1569,31-03-2020,Indiana,18,2177,61
1570,31-03-2020,Iowa,19,498,7
1571,31-03-2020,Kansas,20,435,10
1572,31-03-2020,Kentucky,21,590,18
1573,31-03-2020,Louisiana,22,5237,240
1574,31-03-2020,Maine,23,303,5
1575,31-03-2020,Maryland,24,1662,18
1576,31-03-2020,Massachusetts,25,6620,89
1577,31-03-2020,Michigan,26,7629,264
1578,31-03-2020,Minnesota,27,629,12
1579,31-03-2020,Mississippi,28,937,20
1580,31-03-2020,Missouri,29,1350,15
1581,31-03-2020,Montana,30,198,5
1582,31-03-2020,Nebraska,31,199,4
1583,31-03-2020,Nevada,32,1113,26
1584,31-03-2020,New Hampshire,33,367,3
1585,31-03-2020,New Jersey,34,18696,267
1586,31-03-2020,New Mexico,35,315,5
1587,31-03-2020,New York,36,76211,1929
1588,31-03-2020,North Carolina,37,1527,10
1589,31-03-2020,North Dakota,38,126,3
1590,31-03-2020,Northern Mariana Islands,69,2,0
1591,31-03-2020,Ohio,39,2199,55
1592,31-03-2020,Oklahoma,40,566,23
1593,31-03-2020,Oregon,41,690,18
1594,31-03-2020,Pennsylvania,42,4997,72
1595,31-03-2020,Puerto Rico,72,239,8
1596,31-03-2020,Rhode Island,44,488,8
1597,31-03-2020,South Carolina,45,1083,22
1598,31-03-2020,South Dakota,46,107,1
1599,31-03-2020,Tennessee,47,2049,13
1600,31-03-2020,Texas,48,3588,57
1601,31-03-2020,Utah,49,887,5
1602,31-03-2020,Vermont,50,293,13
1603,31-03-2020,Virgin Islands,78,30,0
1604,31-03-2020,Virginia,51,1249,27
1605,31-03-2020,Washington,53,5293,226
1606,31-03-2020,West Virginia,54,162,1
1607,31-03-2020,Wisconsin,55,1351,25
1608,31-03-2020,Wyoming,56,121,0
1609,01-04-2020,Alabama,1,1108,28
1610,01-04-2020,Alaska,2,143,2
1611,01-04-2020,Arizona,4,1413,29
1612,01-04-2020,Arkansas,5,624,10
1613,01-04-2020,California,6,9857,212
1614,01-04-2020,Colorado,8,3346,80
1615,01-04-2020,Connecticut,9,3557,85
1616,01-04-2020,Delaware,10,368,11
1617,01-04-2020,District of Columbia,11,586,11
1618,01-04-2020,Florida,12,7769,100
1619,01-04-2020,Georgia,13,4747,154
1620,01-04-2020,Guam,66,147,3
1621,01-04-2020,Hawaii,15,258,1
1622,01-04-2020,Idaho,16,669,9
1623,01-04-2020,Illinois,17,6978,146
1624,01-04-2020,Indiana,18,2578,80
1625,01-04-2020,Iowa,19,549,9
1626,01-04-2020,Kansas,20,489,11
1627,01-04-2020,Kentucky,21,674,20
1628,01-04-2020,Louisiana,22,6424,275
1629,01-04-2020,Maine,23,344,7
1630,01-04-2020,Maryland,24,1985,33
1631,01-04-2020,Massachusetts,25,7738,122
1632,01-04-2020,Michigan,26,9292,336
1633,01-04-2020,Minnesota,27,689,17
1634,01-04-2020,Mississippi,28,1073,22
1635,01-04-2020,Missouri,29,1580,21
1636,01-04-2020,Montana,30,219,5
1637,01-04-2020,Nebraska,31,249,5
1638,01-04-2020,Nevada,32,1279,32
1639,01-04-2020,New Hampshire,33,415,4
1640,01-04-2020,New Jersey,34,22255,355
1641,01-04-2020,New Mexico,35,363,6
1642,01-04-2020,New York,36,84364,2415
1643,01-04-2020,North Carolina,37,1591,11
1644,01-04-2020,North Dakota,38,147,3
1645,01-04-2020,Northern Mariana Islands,69,6,1
1646,01-04-2020,Ohio,39,2548,65
1647,01-04-2020,Oklahoma,40,719,30
1648,01-04-2020,Oregon,41,737,19
1649,01-04-2020,Pennsylvania,42,5805,78
1650,01-04-2020,Puerto Rico,72,286,11
1651,01-04-2020,Rhode Island,44,566,10
1652,01-04-2020,South Carolina,45,1293,26
1653,01-04-2020,South Dakota,46,129,1
1654,01-04-2020,Tennessee,47,2689,23
1655,01-04-2020,Texas,48,4402,65
1656,01-04-2020,Utah,49,1012,7
1657,01-04-2020,Vermont,50,321,16
1658,01-04-2020,Virgin Islands,78,30,0
1659,01-04-2020,Virginia,51,1511,18
1660,01-04-2020,Washington,53,5589,250
1661,01-04-2020,West Virginia,54,191,2
1662,01-04-2020,Wisconsin,55,1552,33
1663,01-04-2020,Wyoming,56,138,0
1664,02-04-2020,Alabama,1,1270,32
1665,02-04-2020,Alaska,2,146,2
1666,02-04-2020,Arizona,4,1600,35
1667,02-04-2020,Arkansas,5,683,12
1668,02-04-2020,California,6,11190,247
1669,02-04-2020,Colorado,8,3728,96
1670,02-04-2020,Connecticut,9,3824,112
1671,02-04-2020,Delaware,10,393,12
1672,02-04-2020,District of Columbia,11,653,12
1673,02-04-2020,Florida,12,9000,144
1674,02-04-2020,Georgia,13,5444,176
1675,02-04-2020,Guam,66,152,3
1676,02-04-2020,Hawaii,15,283,2
1677,02-04-2020,Idaho,16,891,9
1678,02-04-2020,Illinois,17,7695,165
1679,02-04-2020,Indiana,18,3056,94
1680,02-04-2020,Iowa,19,614,11
1681,02-04-2020,Kansas,20,554,14
1682,02-04-2020,Kentucky,21,747,34
1683,02-04-2020,Louisiana,22,9152,310
1684,02-04-2020,Maine,23,376,7
1685,02-04-2020,Maryland,24,2331,36
1686,02-04-2020,Massachusetts,25,8966,154
1687,02-04-2020,Michigan,26,10791,417
1688,02-04-2020,Minnesota,27,742,18
1689,02-04-2020,Mississippi,28,1177,26
1690,02-04-2020,Missouri,29,1834,28
1691,02-04-2020,Montana,30,241,5
1692,02-04-2020,Nebraska,31,273,6
1693,02-04-2020,Nevada,32,1458,38
1694,02-04-2020,New Hampshire,33,479,5
1695,02-04-2020,New Jersey,34,25590,539
1696,02-04-2020,New Mexico,35,403,7
1697,02-04-2020,New York,36,93360,2963
1698,02-04-2020,North Carolina,37,1858,17
1699,02-04-2020,North Dakota,38,159,3
1700,02-04-2020,Northern Mariana Islands,69,8,1
1701,02-04-2020,Ohio,39,2903,81
1702,02-04-2020,Oklahoma,40,879,34
1703,02-04-2020,Oregon,41,827,21
1704,02-04-2020,Pennsylvania,42,7021,91
1705,02-04-2020,Puerto Rico,72,316,12
1706,02-04-2020,Rhode Island,44,657,12
1707,02-04-2020,South Carolina,45,1554,31
1708,02-04-2020,South Dakota,46,165,2
1709,02-04-2020,Tennessee,47,2868,32
1710,02-04-2020,Texas,48,4952,80
1711,02-04-2020,Utah,49,1077,7
1712,02-04-2020,Vermont,50,338,17
1713,02-04-2020,Virgin Islands,78,37,0
1714,02-04-2020,Virginia,51,1706,18
1715,02-04-2020,Washington,53,6586,272
1716,02-04-2020,West Virginia,54,217,2
1717,02-04-2020,Wisconsin,55,1730,37
1718,02-04-2020,Wyoming,56,154,0
1719,03-04-2020,Alabama,1,1535,38
1720,03-04-2020,Alaska,2,156,2
1721,03-04-2020,Arizona,4,1769,41
1722,03-04-2020,Arkansas,5,738,12
1723,03-04-2020,California,6,12569,282
1724,03-04-2020,Colorado,8,4182,110
1725,03-04-2020,Connecticut,9,4915,132
1726,03-04-2020,Delaware,10,450,14
1727,03-04-2020,District of Columbia,11,757,15
1728,03-04-2020,Florida,12,10260,169
1729,03-04-2020,Georgia,13,5967,198
1730,03-04-2020,Guam,66,154,4
1731,03-04-2020,Hawaii,15,317,3
1732,03-04-2020,Idaho,16,1012,10
1733,03-04-2020,Illinois,17,8904,212
1734,03-04-2020,Indiana,18,3455,118
1735,03-04-2020,Iowa,19,699,11
1736,03-04-2020,Kansas,20,625,19
1737,03-04-2020,Kentucky,21,762,34
1738,03-04-2020,Louisiana,22,10299,370
1739,03-04-2020,Maine,23,432,9
1740,03-04-2020,Maryland,24,2758,42
1741,03-04-2020,Massachusetts,25,10402,192
1742,03-04-2020,Michigan,26,12669,478
1743,03-04-2020,Minnesota,27,789,22
1744,03-04-2020,Mississippi,28,1358,29
1745,03-04-2020,Missouri,29,2113,36
1746,03-04-2020,Montana,30,262,5
1747,03-04-2020,Nebraska,31,297,6
1748,03-04-2020,Nevada,32,1549,43
1749,03-04-2020,New Hampshire,33,540,7
1750,03-04-2020,New Jersey,34,29895,647
1751,03-04-2020,New Mexico,35,495,10
1752,03-04-2020,New York,36,103689,3716
1753,03-04-2020,North Carolina,37,2093,23
1754,03-04-2020,North Dakota,38,173,3
1755,03-04-2020,Northern Mariana Islands,69,8,1
1756,03-04-2020,Ohio,39,3312,91
1757,03-04-2020,Oklahoma,40,989,38
1758,03-04-2020,Oregon,41,899,22
1759,03-04-2020,Pennsylvania,42,8420,102
1760,03-04-2020,Puerto Rico,72,378,15
1761,03-04-2020,Rhode Island,44,711,14
1762,03-04-2020,South Carolina,45,1700,34
1763,03-04-2020,South Dakota,46,187,2
1764,03-04-2020,Tennessee,47,3032,38
1765,03-04-2020,Texas,48,5773,98
1766,03-04-2020,Utah,49,1248,7
1767,03-04-2020,Vermont,50,389,17
1768,03-04-2020,Virgin Islands,78,38,0
1769,03-04-2020,Virginia,51,2011,46
1770,03-04-2020,Washington,53,6967,293
1771,03-04-2020,West Virginia,54,242,2
1772,03-04-2020,Wisconsin,55,1916,50
1773,03-04-2020,Wyoming,56,167,0
1774,04-04-2020,Alabama,1,1632,44
1775,04-04-2020,Alaska,2,169,3
1776,04-04-2020,Arizona,4,2019,53
1777,04-04-2020,Arkansas,5,743,14
1778,04-04-2020,California,6,13796,323
1779,04-04-2020,Colorado,8,4574,126
1780,04-04-2020,Connecticut,9,5276,165
1781,04-04-2020,Delaware,10,593,14
1782,04-04-2020,District of Columbia,11,902,21
1783,04-04-2020,Florida,12,11537,194
1784,04-04-2020,Georgia,13,6383,208
1785,04-04-2020,Guam,66,223,4
1786,04-04-2020,Hawaii,15,349,3
1787,04-04-2020,Idaho,16,1076,10
1788,04-04-2020,Illinois,17,10357,248
1789,04-04-2020,Indiana,18,3975,136
1790,04-04-2020,Iowa,19,786,11
1791,04-04-2020,Kansas,20,702,21
1792,04-04-2020,Kentucky,21,909,40
1793,04-04-2020,Louisiana,22,12500,412
1794,04-04-2020,Maine,23,456,10
1795,04-04-2020,Maryland,24,3125,54
1796,04-04-2020,Massachusetts,25,11736,216
1797,04-04-2020,Michigan,26,14225,541
1798,04-04-2020,Minnesota,27,865,24
1799,04-04-2020,Mississippi,28,1455,35
1800,04-04-2020,Missouri,29,2291,44
1801,04-04-2020,Montana,30,281,6
1802,04-04-2020,Nebraska,31,339,8
1803,04-04-2020,Nevada,32,1758,46
1804,04-04-2020,New Hampshire,33,621,9
1805,04-04-2020,New Jersey,34,34124,847
1806,04-04-2020,New Mexico,35,544,11
1807,04-04-2020,New York,36,115963,4535
1808,04-04-2020,North Carolina,37,2402,30
1809,04-04-2020,North Dakota,38,186,3
1810,04-04-2020,Northern Mariana Islands,69,8,1
1811,04-04-2020,Ohio,39,3739,102
1812,04-04-2020,Oklahoma,40,1159,42
1813,04-04-2020,Oregon,41,1000,26
1814,04-04-2020,Pennsylvania,42,10110,140
1815,04-04-2020,Puerto Rico,72,452,18
1816,04-04-2020,Rhode Island,44,806,17
1817,04-04-2020,South Carolina,45,1917,40
1818,04-04-2020,South Dakota,46,212,2
1819,04-04-2020,Tennessee,47,3265,47
1820,04-04-2020,Texas,48,6566,124
1821,04-04-2020,Utah,49,1426,8
1822,04-04-2020,Vermont,50,461,20
1823,04-04-2020,Virgin Islands,78,42,0
1824,04-04-2020,Virginia,51,2408,52
1825,04-04-2020,Washington,53,7499,318
1826,04-04-2020,West Virginia,54,282,2
1827,04-04-2020,Wisconsin,55,2112,60
1828,04-04-2020,Wyoming,56,189,0
1829,05-04-2020,Alabama,1,1840,45
1830,05-04-2020,Alaska,2,183,4
1831,05-04-2020,Arizona,4,2269,64
1832,05-04-2020,Arkansas,5,853,16
1833,05-04-2020,California,6,15202,351
1834,05-04-2020,Colorado,8,4950,140
1835,05-04-2020,Connecticut,9,5675,189
1836,05-04-2020,Delaware,10,673,14
1837,05-04-2020,District of Columbia,11,998,22
1838,05-04-2020,Florida,12,12342,220
1839,05-04-2020,Georgia,13,6742,219
1840,05-04-2020,Guam,66,265,4
1841,05-04-2020,Hawaii,15,369,4
1842,05-04-2020,Idaho,16,1100,10
1843,05-04-2020,Illinois,17,11276,283
1844,05-04-2020,Indiana,18,4437,151
1845,05-04-2020,Iowa,19,868,22
1846,05-04-2020,Kansas,20,769,23
1847,05-04-2020,Kentucky,21,1048,44
1848,05-04-2020,Louisiana,22,13014,477
1849,05-04-2020,Maine,23,470,10
1850,05-04-2020,Maryland,24,3609,68
1851,05-04-2020,Massachusetts,25,12500,231
1852,05-04-2020,Michigan,26,15633,617
1853,05-04-2020,Minnesota,27,935,29
1854,05-04-2020,Mississippi,28,1638,43
1855,05-04-2020,Missouri,29,2367,52
1856,05-04-2020,Montana,30,298,6
1857,05-04-2020,Nebraska,31,377,8
1858,05-04-2020,Nevada,32,1880,46
1859,05-04-2020,New Hampshire,33,669,9
1860,05-04-2020,New Jersey,34,37505,917
1861,05-04-2020,New Mexico,35,624,12
1862,05-04-2020,New York,36,124085,5335
1863,05-04-2020,North Carolina,37,2585,37
1864,05-04-2020,North Dakota,38,207,3
1865,05-04-2020,Northern Mariana Islands,69,8,1
1866,05-04-2020,Ohio,39,4043,119
1867,05-04-2020,Oklahoma,40,1251,46
1868,05-04-2020,Oregon,41,1068,27
1869,05-04-2020,Pennsylvania,42,11590,159
1870,05-04-2020,Puerto Rico,72,475,20
1871,05-04-2020,Rhode Island,44,922,25
1872,05-04-2020,South Carolina,45,2049,44
1873,05-04-2020,South Dakota,46,240,2
1874,05-04-2020,Tennessee,47,3538,50
1875,05-04-2020,Texas,48,7117,136
1876,05-04-2020,Utah,49,1618,8
1877,05-04-2020,Vermont,50,512,22
1878,05-04-2020,Virgin Islands,78,42,0
1879,05-04-2020,Virginia,51,2636,52
1880,05-04-2020,Washington,53,7985,344
1881,05-04-2020,West Virginia,54,325,3
1882,05-04-2020,Wisconsin,55,2267,73
1883,05-04-2020,Wyoming,56,200,0
1884,06-04-2020,Alabama,1,2005,53
1885,06-04-2020,Alaska,2,189,4
1886,06-04-2020,Arizona,4,2466,67
1887,06-04-2020,Arkansas,5,927,16
1888,06-04-2020,California,6,16361,386
1889,06-04-2020,Colorado,8,5172,150
1890,06-04-2020,Connecticut,9,6906,206
1891,06-04-2020,Delaware,10,783,15
1892,06-04-2020,District of Columbia,11,1097,24
1893,06-04-2020,Florida,12,13621,253
1894,06-04-2020,Georgia,13,7558,294
1895,06-04-2020,Guam,66,266,4
1896,06-04-2020,Hawaii,15,385,5
1897,06-04-2020,Idaho,16,1170,13
1898,06-04-2020,Illinois,17,12262,309
1899,06-04-2020,Indiana,18,4986,171
1900,06-04-2020,Iowa,19,946,25
1901,06-04-2020,Kansas,20,854,25
1902,06-04-2020,Kentucky,21,1057,52
1903,06-04-2020,Louisiana,22,14867,512
1904,06-04-2020,Maine,23,499,10
1905,06-04-2020,Maryland,24,4045,92
1906,06-04-2020,Massachusetts,25,13837,260
1907,06-04-2020,Michigan,26,17129,727
1908,06-04-2020,Minnesota,27,986,30
1909,06-04-2020,Mississippi,28,1738,51
1910,06-04-2020,Missouri,29,2722,56
1911,06-04-2020,Montana,30,319,6
1912,06-04-2020,Nebraska,31,438,10
1913,06-04-2020,Nevada,32,1971,58
1914,06-04-2020,New Hampshire,33,715,9
1915,06-04-2020,New Jersey,34,41090,1005
1916,06-04-2020,New Mexico,35,686,12
1917,06-04-2020,New York,36,133389,6149
1918,06-04-2020,North Carolina,37,2870,42
1919,06-04-2020,North Dakota,38,225,3
1920,06-04-2020,Northern Mariana Islands,69,8,1
1921,06-04-2020,Ohio,39,4450,142
1922,06-04-2020,Oklahoma,40,1326,51
1923,06-04-2020,Oregon,41,1132,29
1924,06-04-2020,Pennsylvania,42,13075,170
1925,06-04-2020,Puerto Rico,72,513,21
1926,06-04-2020,Rhode Island,44,1082,27
1927,06-04-2020,South Carolina,45,2232,48
1928,06-04-2020,South Dakota,46,288,4
1929,06-04-2020,Tennessee,47,3753,65
1930,06-04-2020,Texas,48,8150,159
1931,06-04-2020,Utah,49,1662,13
1932,06-04-2020,Vermont,50,543,23
1933,06-04-2020,Virgin Islands,78,44,1
1934,06-04-2020,Virginia,51,2877,54
1935,06-04-2020,Washington,53,8385,383
1936,06-04-2020,West Virginia,54,347,4
1937,06-04-2020,Wisconsin,55,2440,83
1938,06-04-2020,Wyoming,56,213,0
1939,07-04-2020,Alabama,1,2197,64
1940,07-04-2020,Alaska,2,211,4
1941,07-04-2020,Arizona,4,2577,77
1942,07-04-2020,Arkansas,5,997,18
1943,07-04-2020,California,6,17540,447
1944,07-04-2020,Colorado,8,5429,179
1945,07-04-2020,Connecticut,9,7781,277
1946,07-04-2020,Delaware,10,928,16
1947,07-04-2020,District of Columbia,11,1211,24
1948,07-04-2020,Florida,12,14739,295
1949,07-04-2020,Georgia,13,9156,348
1950,07-04-2020,Guam,66,274,4
1951,07-04-2020,Hawaii,15,408,5
1952,07-04-2020,Idaho,16,1210,15
1953,07-04-2020,Illinois,17,13549,384
1954,07-04-2020,Indiana,18,5544,208
1955,07-04-2020,Iowa,19,1048,26
1956,07-04-2020,Kansas,20,905,30
1957,07-04-2020,Kentucky,21,1289,66
1958,07-04-2020,Louisiana,22,16284,582
1959,07-04-2020,Maine,23,519,12
1960,07-04-2020,Maryland,24,4371,104
1961,07-04-2020,Massachusetts,25,15202,356
1962,07-04-2020,Michigan,26,18851,845
1963,07-04-2020,Minnesota,27,1069,34
1964,07-04-2020,Mississippi,28,1915,59
1965,07-04-2020,Missouri,29,3037,80
1966,07-04-2020,Montana,30,319,6
1967,07-04-2020,Nebraska,31,491,12
1968,07-04-2020,Nevada,32,2101,60
1969,07-04-2020,New Hampshire,33,747,13
1970,07-04-2020,New Jersey,34,44416,1232
1971,07-04-2020,New Mexico,35,794,13
1972,07-04-2020,New York,36,141703,7185
1973,07-04-2020,North Carolina,37,3220,50
1974,07-04-2020,North Dakota,38,237,4
1975,07-04-2020,Northern Mariana Islands,69,8,2
1976,07-04-2020,Ohio,39,4783,167
1977,07-04-2020,Oklahoma,40,1470,67
1978,07-04-2020,Oregon,41,1181,33
1979,07-04-2020,Pennsylvania,42,14582,241
1980,07-04-2020,Puerto Rico,72,573,23
1981,07-04-2020,Rhode Island,44,1229,30
1982,07-04-2020,South Carolina,45,2417,51
1983,07-04-2020,South Dakota,46,320,6
1984,07-04-2020,Tennessee,47,4010,72
1985,07-04-2020,Texas,48,8968,177
1986,07-04-2020,Utah,49,1737,13
1987,07-04-2020,Vermont,50,575,23
1988,07-04-2020,Virgin Islands,78,45,1
1989,07-04-2020,Virginia,51,3332,69
1990,07-04-2020,Washington,53,8683,409
1991,07-04-2020,West Virginia,54,413,4
1992,07-04-2020,Wisconsin,55,2578,94
1993,07-04-2020,Wyoming,56,221,0
1994,08-04-2020,Alabama,1,2498,67
1995,08-04-2020,Alaska,2,224,5
1996,08-04-2020,Arizona,4,2726,80
1997,08-04-2020,Arkansas,5,1077,18
1998,08-04-2020,California,6,19043,506
1999,08-04-2020,Colorado,8,5655,192
2000,08-04-2020,Connecticut,9,8781,335
2001,08-04-2020,Delaware,10,1116,19
2002,08-04-2020,District of Columbia,11,1440,27
2003,08-04-2020,Florida,12,15690,322
2004,08-04-2020,Georgia,13,10204,370
2005,08-04-2020,Guam,66,409,4
2006,08-04-2020,Hawaii,15,433,5
2007,08-04-2020,Idaho,16,1232,19
2008,08-04-2020,Illinois,17,15078,464
2009,08-04-2020,Indiana,18,5986,246
2010,08-04-2020,Iowa,19,1145,27
2011,08-04-2020,Kansas,20,1055,38
2012,08-04-2020,Kentucky,21,1393,73
2013,08-04-2020,Louisiana,22,17030,652
2014,08-04-2020,Maine,23,537,14
2015,08-04-2020,Maryland,24,5529,124
2016,08-04-2020,Massachusetts,25,16790,433
2017,08-04-2020,Michigan,26,20220,959
2018,08-04-2020,Minnesota,27,1154,39
2019,08-04-2020,Mississippi,28,2003,67
2020,08-04-2020,Missouri,29,3327,86
2021,08-04-2020,Montana,30,332,6
2022,08-04-2020,Nebraska,31,538,14
2023,08-04-2020,Nevada,32,2318,80
2024,08-04-2020,New Hampshire,33,788,18
2025,08-04-2020,New Jersey,34,47437,1504
2026,08-04-2020,New Mexico,35,865,16
2027,08-04-2020,New York,36,151271,8138
2028,08-04-2020,North Carolina,37,3423,61
